dateTime,value/bpm,value/confidence
11/01/23 9:51:04,90,1
11/01/23 9:51:14,89,1
11/01/23 9:51:19,86,1
11/01/23 9:51:34,86,1
11/01/23 9:51:39,86,2
11/01/23 9:51:49,87,2
11/01/23 9:51:54,88,1
11/01/23 9:51:59,91,1
11/01/23 9:52:04,93,2
11/01/23 9:52:09,99,2
11/01/23 9:52:14,100,2
11/01/23 9:52:19,101,2
11/01/23 9:52:24,104,2
11/01/23 9:52:29,103,2
11/01/23 9:52:34,100,2
11/01/23 9:52:44,101,2
11/01/23 9:52:54,102,2
11/01/23 9:52:59,101,2
11/01/23 9:53:14,102,2
11/01/23 9:53:24,105,2
11/01/23 9:53:29,108,2
11/01/23 9:53:34,108,2
11/01/23 9:53:39,107,2
11/01/23 9:53:44,106,2
11/01/23 9:53:49,105,2
11/01/23 9:54:04,103,2
11/01/23 9:54:14,105,2
11/01/23 9:54:19,107,2
11/01/23 9:54:24,106,2
11/01/23 9:54:29,107,2
11/01/23 9:54:34,107,1
11/01/23 9:54:39,108,1
11/01/23 9:54:44,109,1
11/01/23 9:54:49,110,2
11/01/23 9:54:54,111,2
11/01/23 9:54:59,112,2
11/01/23 9:55:09,111,1
11/01/23 9:55:14,111,2
11/01/23 9:55:19,110,2
11/01/23 9:55:24,107,1
11/01/23 9:55:29,96,1
11/01/23 9:55:34,94,1
11/01/23 9:55:39,93,2
11/01/23 9:55:49,92,2
11/01/23 9:55:54,91,2
11/01/23 9:55:59,91,1
11/01/23 9:56:09,92,1
11/01/23 9:56:14,92,1
11/01/23 9:56:19,93,1
11/01/23 9:56:24,94,1
11/01/23 9:56:29,94,2
11/01/23 9:56:44,100,2
11/01/23 9:56:54,99,2
11/01/23 9:56:59,98,2
11/01/23 9:57:04,97,2
11/01/23 9:57:09,96,1
11/01/23 9:57:14,95,2
11/01/23 9:57:19,98,1
11/01/23 9:57:24,99,1
11/01/23 9:57:29,101,2
11/01/23 9:57:34,100,2
11/01/23 9:57:39,99,2
11/01/23 9:57:44,100,1
11/01/23 9:57:54,101,1
11/01/23 9:57:59,104,1
11/01/23 9:58:04,103,1
11/01/23 9:58:09,100,1
11/01/23 9:58:14,104,1
11/01/23 9:58:19,104,2
11/01/23 9:58:24,102,1
11/01/23 9:58:29,104,1
11/01/23 9:58:34,100,1
11/01/23 9:58:39,99,1
11/01/23 9:58:44,99,2
11/01/23 9:58:49,98,2
11/01/23 9:58:59,99,2
11/01/23 9:59:04,100,2
11/01/23 9:59:09,101,2
11/01/23 9:59:14,98,1
11/01/23 9:59:19,101,1
11/01/23 9:59:24,102,1
11/01/23 9:59:29,101,1
11/01/23 9:59:34,99,1
11/01/23 9:59:39,98,1
11/01/23 9:59:44,99,2
11/01/23 9:59:49,102,2
11/01/23 9:59:54,103,1
11/01/23 9:59:59,104,1
11/01/23 10:00:04,107,2
11/01/23 10:00:09,104,1
11/01/23 10:00:14,103,2
11/01/23 10:00:24,105,2
11/01/23 10:00:29,107,2
11/01/23 10:00:39,107,1
11/01/23 10:00:44,109,1
11/01/23 10:00:49,110,2
11/01/23 10:00:54,112,2
11/01/23 10:01:04,110,2
11/01/23 10:01:14,111,2
11/01/23 10:01:19,109,2
11/01/23 10:01:24,108,2
11/01/23 10:01:30,109,2
11/01/23 10:01:35,111,2
11/01/23 10:01:40,104,2
11/01/23 10:01:45,108,2
11/01/23 10:01:50,111,2
11/01/23 10:01:55,114,1
11/01/23 10:02:00,116,1
11/01/23 10:02:05,117,1
11/01/23 10:02:15,118,1
11/01/23 10:02:25,118,2
11/01/23 10:02:30,119,1
11/01/23 10:02:35,120,1
11/01/23 10:02:40,121,1
11/01/23 10:02:45,123,1
11/01/23 10:02:55,122,1
11/01/23 10:03:00,119,1
11/01/23 10:03:05,117,1
11/01/23 10:03:10,114,1
11/01/23 10:03:15,115,1
11/01/23 10:03:25,114,1
11/01/23 10:03:30,117,1
11/01/23 10:03:35,118,1
11/01/23 10:03:40,119,1
11/01/23 10:03:45,118,1
11/01/23 10:03:50,116,1
11/01/23 10:03:55,115,1
11/01/23 10:04:00,112,1
11/01/23 10:04:06,110,1
11/01/23 10:04:11,109,1
11/01/23 10:04:26,114,1
11/01/23 10:04:31,119,1
11/01/23 10:04:36,118,1
11/01/23 10:04:41,112,1
11/01/23 10:04:46,109,1
11/01/23 10:04:51,107,1
11/01/23 10:04:56,104,1
11/01/23 10:05:01,102,0
11/01/23 10:05:06,107,1
11/01/23 10:05:11,109,1
11/01/23 10:05:21,111,1
11/01/23 10:05:26,112,1
11/01/23 10:05:31,110,1
11/01/23 10:05:41,109,1
11/01/23 10:05:46,112,1
11/01/23 10:06:01,113,1
11/01/23 10:06:11,111,1
11/01/23 10:06:16,112,1
11/01/23 10:06:21,111,1
11/01/23 10:06:26,109,0
11/01/23 10:06:31,106,1
11/01/23 10:06:41,107,2
11/01/23 10:06:51,105,2
11/01/23 10:06:56,105,1
11/01/23 10:07:01,104,1
11/01/23 10:07:06,101,1
11/01/23 10:07:11,100,1
11/01/23 10:07:16,104,1
11/01/23 10:07:21,105,1
11/01/23 10:07:26,104,1
11/01/23 10:07:36,101,1
11/01/23 10:07:41,100,1
11/01/23 10:07:46,101,1
11/01/23 10:07:56,104,2
11/01/23 10:08:06,102,2
11/01/23 10:08:11,100,2
11/01/23 10:08:16,99,2
11/01/23 10:08:21,98,2
11/01/23 10:08:26,95,1
11/01/23 10:08:31,96,1
11/01/23 10:08:41,96,2
11/01/23 10:08:46,95,2
11/01/23 10:08:51,97,2
11/01/23 10:09:06,97,2
11/01/23 10:09:21,100,2
11/01/23 10:09:26,102,2
11/01/23 10:09:31,103,1
11/01/23 10:09:36,105,1
11/01/23 10:09:41,105,2
11/01/23 10:09:51,104,2
11/01/23 10:09:56,103,2
11/01/23 10:10:01,102,2
11/01/23 10:10:06,100,2
11/01/23 10:10:11,99,2
11/01/23 10:10:21,102,2
11/01/23 10:10:26,103,2
11/01/23 10:10:31,102,2
11/01/23 10:10:46,103,2
11/01/23 10:10:51,111,2
11/01/23 10:10:56,114,2
11/01/23 10:11:01,112,2
11/01/23 10:11:16,112,2
11/01/23 10:11:31,108,1
11/01/23 10:11:36,107,2
11/01/23 10:11:51,106,2
11/01/23 10:11:56,108,2
11/01/23 10:12:01,114,1
11/01/23 10:12:06,112,1
11/01/23 10:12:11,109,1
11/01/23 10:12:16,103,1
11/01/23 10:12:21,103,2
11/01/23 10:12:26,101,2
11/01/23 10:12:31,99,2
11/01/23 10:12:36,98,2
11/01/23 10:12:41,92,2
11/01/23 10:12:46,93,2
11/01/23 10:12:51,100,2
11/01/23 10:12:56,101,2
11/01/23 10:13:01,103,2
11/01/23 10:13:06,105,1
11/01/23 10:13:11,107,1
11/01/23 10:13:16,110,1
11/01/23 10:13:21,111,2
11/01/23 10:13:26,110,2
11/01/23 10:13:31,108,2
11/01/23 10:13:46,109,2
11/01/23 10:13:51,111,2
11/01/23 10:13:56,114,2
11/01/23 10:14:01,113,2
11/01/23 10:14:06,112,2
11/01/23 10:14:16,106,1
11/01/23 10:14:21,99,1
11/01/23 10:14:26,97,1
11/01/23 10:14:36,98,1
11/01/23 10:14:41,99,1
11/01/23 10:14:46,103,1
11/01/23 10:14:56,101,1
11/01/23 10:15:01,99,1
11/01/23 10:15:06,98,1
11/01/23 10:15:16,103,1
11/01/23 10:15:21,105,1
11/01/23 10:15:26,104,1
11/01/23 10:15:31,103,1
11/01/23 10:15:36,100,1
11/01/23 10:15:41,96,1
11/01/23 10:15:46,94,1
11/01/23 10:15:51,92,1
11/01/23 10:15:56,91,1
11/01/23 10:16:11,91,1
11/01/23 10:16:16,92,1
11/01/23 10:16:21,89,2
11/01/23 10:16:26,85,2
11/01/23 10:16:31,85,3
11/01/23 10:16:36,84,2
11/01/23 10:16:41,83,2
11/01/23 10:16:46,84,2
11/01/23 10:17:01,84,2
11/01/23 10:17:11,85,2
11/01/23 10:17:21,86,2
11/01/23 10:17:26,87,2
11/01/23 10:17:31,85,2
11/01/23 10:17:46,85,2
11/01/23 10:17:51,87,2
11/01/23 10:17:56,88,2
11/01/23 10:18:01,91,2
11/01/23 10:18:06,93,2
11/01/23 10:18:11,91,2
11/01/23 10:18:16,92,2
11/01/23 10:18:21,95,2
11/01/23 10:18:26,93,2
11/01/23 10:18:41,93,2
11/01/23 10:18:46,92,2
11/01/23 10:18:52,90,2
11/01/23 10:18:57,88,2
11/01/23 10:19:02,86,2
11/01/23 10:19:12,87,2
11/01/23 10:19:17,88,2
11/01/23 10:19:22,89,2
11/01/23 10:19:27,90,2
11/01/23 10:19:32,91,2
11/01/23 10:19:37,92,2
11/01/23 10:19:47,93,2
11/01/23 10:19:57,94,2
11/01/23 10:20:07,95,2
11/01/23 10:20:12,94,2
11/01/23 10:20:17,91,2
11/01/23 10:20:22,92,2
11/01/23 10:20:32,93,2
11/01/23 10:20:37,95,2
11/01/23 10:20:42,93,2
11/01/23 10:20:47,91,1
11/01/23 10:20:52,91,2
11/01/23 10:20:57,92,2
11/01/23 10:21:07,93,2
11/01/23 10:21:17,95,2
11/01/23 10:21:22,96,2
11/01/23 10:21:27,95,2
11/01/23 10:21:32,97,2
11/01/23 10:21:47,99,2
11/01/23 10:21:52,100,2
11/01/23 10:22:02,102,2
11/01/23 10:22:07,103,2
11/01/23 10:22:12,99,2
11/01/23 10:22:17,95,2
11/01/23 10:22:22,96,2
11/01/23 10:22:32,94,2
11/01/23 10:22:42,96,2
11/01/23 10:22:47,101,2
11/01/23 10:22:52,103,2
11/01/23 10:23:02,105,1
11/01/23 10:23:07,108,1
11/01/23 10:23:12,104,1
11/01/23 10:23:22,103,1
11/01/23 10:23:27,104,1
11/01/23 10:23:32,107,2
11/01/23 10:23:37,105,2
11/01/23 10:23:42,104,2
11/01/23 10:23:47,104,1
11/01/23 10:23:52,106,1
11/01/23 10:23:57,108,1
11/01/23 10:24:12,108,1
11/01/23 10:24:17,109,1
11/01/23 10:24:22,108,1
11/01/23 10:24:27,104,1
11/01/23 10:24:32,98,1
11/01/23 10:24:42,101,2
11/01/23 10:24:47,105,1
11/01/23 10:24:52,106,2
11/01/23 10:24:57,109,2
11/01/23 10:25:02,110,2
11/01/23 10:25:07,109,2
11/01/23 10:25:12,104,2
11/01/23 10:25:17,103,2
11/01/23 10:25:27,103,1
11/01/23 10:25:32,102,1
11/01/23 10:25:37,104,2
11/01/23 10:25:42,105,2
11/01/23 10:25:47,108,2
11/01/23 10:25:57,109,2
11/01/23 10:26:02,105,2
11/01/23 10:26:07,105,1
11/01/23 10:26:12,104,2
11/01/23 10:26:17,103,2
11/01/23 10:26:22,102,2
11/01/23 10:26:27,97,2
11/01/23 10:26:32,95,2
11/01/23 10:26:37,94,2
11/01/23 10:26:47,95,2
11/01/23 10:26:57,94,2
11/01/23 10:27:02,92,1
11/01/23 10:27:07,95,1
11/01/23 10:27:12,98,1
11/01/23 10:27:17,101,1
11/01/23 10:27:22,101,1
11/01/23 10:27:27,103,1
11/01/23 10:27:32,104,1
11/01/23 10:27:37,101,1
11/01/23 10:27:47,103,1
11/01/23 10:27:52,99,1
11/01/23 10:27:57,98,1
11/01/23 10:28:02,107,1
11/01/23 10:28:07,110,1
11/01/23 10:28:12,109,1
11/01/23 10:28:22,105,1
11/01/23 10:28:37,104,2
11/01/23 10:28:47,103,2
11/01/23 10:28:52,105,2
11/01/23 10:28:57,104,2
11/01/23 10:29:02,105,2
11/01/23 10:29:07,108,2
11/01/23 10:29:12,106,2
11/01/23 10:29:17,102,2
11/01/23 10:29:22,100,2
11/01/23 10:29:32,101,1
11/01/23 10:29:37,106,1
11/01/23 10:29:42,111,1
11/01/23 10:29:47,112,1
11/01/23 10:29:57,114,1
11/01/23 10:30:02,110,1
11/01/23 10:30:07,105,1
11/01/23 10:30:12,100,1
11/01/23 10:30:17,102,1
11/01/23 10:30:22,105,1
11/01/23 10:30:27,104,1
11/01/23 10:30:37,105,1
11/01/23 10:30:42,104,1
11/01/23 10:30:47,102,1
11/01/23 10:30:57,103,1
11/01/23 10:31:02,102,1
11/01/23 10:31:07,105,1
11/01/23 10:31:12,106,1
11/01/23 10:31:17,105,1
11/01/23 10:31:22,108,1
11/01/23 10:31:27,109,1
11/01/23 10:31:32,106,1
11/01/23 10:31:37,107,1
11/01/23 10:31:52,106,2
11/01/23 10:31:57,110,1
11/01/23 10:32:02,108,1
11/01/23 10:32:07,106,2
11/01/23 10:32:12,107,2
11/01/23 10:32:22,106,2
11/01/23 10:32:27,108,2
11/01/23 10:32:32,114,2
11/01/23 10:32:37,111,2
11/01/23 10:32:42,108,2
11/01/23 10:32:47,109,1
11/01/23 10:32:57,110,1
11/01/23 10:33:02,112,1
11/01/23 10:33:07,110,1
11/01/23 10:33:12,109,1
11/01/23 10:33:17,116,1
11/01/23 10:33:22,118,1
11/01/23 10:33:32,120,1
11/01/23 10:33:37,122,1
11/01/23 10:33:42,121,2
11/01/23 10:33:47,121,1
11/01/23 10:34:02,121,1
11/01/23 10:34:07,122,1
11/01/23 10:34:17,121,1
11/01/23 10:34:22,117,1
11/01/23 10:34:27,112,1
11/01/23 10:34:32,107,1
11/01/23 10:34:37,104,1
11/01/23 10:34:42,100,1
11/01/23 10:34:47,98,1
11/01/23 10:34:52,99,1
11/01/23 10:34:57,99,3
11/01/23 10:35:02,98,3
11/01/23 10:35:07,94,2
11/01/23 10:35:22,94,2
11/01/23 10:35:27,98,2
11/01/23 10:35:33,97,2
11/01/23 10:35:48,97,2
11/01/23 10:36:03,100,2
11/01/23 10:36:08,102,2
11/01/23 10:36:13,108,2
11/01/23 10:36:18,112,2
11/01/23 10:36:23,113,2
11/01/23 10:36:28,114,2
11/01/23 10:36:33,115,2
11/01/23 10:36:38,114,2
11/01/23 10:36:43,113,2
11/01/23 10:36:48,109,2
11/01/23 10:36:53,105,2
11/01/23 10:37:03,106,1
11/01/23 10:37:08,108,1
11/01/23 10:37:13,102,2
11/01/23 10:37:18,99,2
11/01/23 10:37:28,100,2
11/01/23 10:37:33,102,2
11/01/23 10:37:38,113,2
11/01/23 10:37:43,120,2
11/01/23 10:37:48,114,2
11/01/23 10:37:53,108,2
11/01/23 10:38:08,107,2
11/01/23 10:38:13,104,2
11/01/23 10:38:18,105,2
11/01/23 10:38:23,105,2
11/01/23 10:38:28,100,2
11/01/23 10:38:38,102,2
11/01/23 10:38:43,103,2
11/01/23 10:38:48,101,3
11/01/23 10:38:53,99,2
11/01/23 10:38:58,98,2
11/01/23 10:39:03,96,2
11/01/23 10:39:13,97,2
11/01/23 10:39:18,99,3
11/01/23 10:39:23,103,3
11/01/23 10:39:28,104,2
11/01/23 10:39:33,107,3
11/01/23 10:39:38,106,3
11/01/23 10:39:43,107,3
11/01/23 10:39:48,106,3
11/01/23 10:39:53,103,2
11/01/23 10:40:08,106,2
11/01/23 10:40:13,109,2
11/01/23 10:40:18,107,2
11/01/23 10:40:23,105,2
11/01/23 10:40:38,105,2
11/01/23 10:40:43,106,2
11/01/23 10:40:48,107,2
11/01/23 10:40:53,106,2
11/01/23 10:40:58,105,3
11/01/23 10:41:03,106,3
11/01/23 10:41:08,111,3
11/01/23 10:41:13,112,3
11/01/23 10:41:18,112,2
11/01/23 10:41:23,108,3
11/01/23 10:41:28,108,2
11/01/23 10:41:33,111,3
11/01/23 10:41:38,110,2
11/01/23 10:41:53,107,2
11/01/23 10:42:08,108,2
11/01/23 10:42:13,110,2
11/01/23 10:42:18,111,2
11/01/23 10:42:23,109,2
11/01/23 10:42:28,108,2
11/01/23 10:42:38,109,2
11/01/23 10:42:43,111,2
11/01/23 10:42:48,113,2
11/01/23 10:42:58,114,2
11/01/23 10:43:08,110,1
11/01/23 10:43:13,92,1
11/01/23 10:43:18,86,2
11/01/23 10:43:23,87,2
11/01/23 10:43:28,92,2
11/01/23 10:43:33,93,2
11/01/23 10:43:38,96,2
11/01/23 10:43:43,100,3
11/01/23 10:43:48,99,3
11/01/23 10:43:53,100,2
11/01/23 10:43:58,102,2
11/01/23 10:44:13,101,3
11/01/23 10:44:18,101,2
11/01/23 10:44:23,104,3
11/01/23 10:44:28,107,3
11/01/23 10:44:33,107,2
11/01/23 10:44:38,105,3
11/01/23 10:44:43,105,2
11/01/23 10:44:53,106,2
11/01/23 10:45:03,108,2
11/01/23 10:45:08,110,2
11/01/23 10:45:13,109,2
11/01/23 10:45:23,107,2
11/01/23 10:45:28,104,3
11/01/23 10:45:33,105,2
11/01/23 10:45:38,106,2
11/01/23 10:45:48,107,2
11/01/23 10:45:53,108,2
11/01/23 10:46:08,108,2
11/01/23 10:46:13,109,2
11/01/23 10:46:23,107,2
11/01/23 10:46:28,106,1
11/01/23 10:46:43,109,2
11/01/23 10:46:48,110,2
11/01/23 10:46:53,111,2
11/01/23 10:46:58,110,2
11/01/23 10:47:03,109,2
11/01/23 10:47:08,105,2
11/01/23 10:47:13,100,2
11/01/23 10:47:28,99,2
11/01/23 10:47:33,102,2
11/01/23 10:47:38,102,3
11/01/23 10:47:43,101,3
11/01/23 10:47:48,101,2
11/01/23 10:47:58,102,2
11/01/23 10:48:03,103,2
11/01/23 10:48:18,105,2
11/01/23 10:48:23,107,2
11/01/23 10:48:28,108,2
11/01/23 10:48:33,105,2
11/01/23 10:48:48,105,2
11/01/23 10:48:58,104,2
11/01/23 10:49:03,91,3
11/01/23 10:49:08,84,2
11/01/23 10:49:13,85,2
11/01/23 10:49:18,86,3
11/01/23 10:49:23,85,3
11/01/23 10:49:28,84,2
11/01/23 10:49:33,84,3
11/01/23 10:49:38,83,3
11/01/23 10:49:43,80,3
11/01/23 10:49:48,82,3
11/01/23 10:49:53,88,3
11/01/23 10:49:58,90,2
11/01/23 10:50:08,91,2
11/01/23 10:50:13,90,2
11/01/23 10:50:23,91,2
11/01/23 10:50:28,93,2
11/01/23 10:50:33,97,2
11/01/23 10:50:48,97,2
11/01/23 10:50:53,92,3
11/01/23 10:50:58,91,2
11/01/23 10:51:03,92,2
11/01/23 10:51:08,97,3
11/01/23 10:51:13,98,3
11/01/23 10:51:18,97,2
11/01/23 10:51:23,95,3
11/01/23 10:51:28,94,2
11/01/23 10:51:33,91,3
11/01/23 10:51:43,90,2
11/01/23 10:51:58,90,2
11/01/23 10:52:08,90,3
11/01/23 10:52:13,88,2
11/01/23 10:52:18,86,2
11/01/23 10:52:28,88,2
11/01/23 10:52:33,90,3
11/01/23 10:52:38,91,3
11/01/23 10:52:44,92,3
11/01/23 10:52:49,92,2
11/01/23 10:52:54,91,2
11/01/23 10:52:59,90,2
11/01/23 10:53:04,93,3
11/01/23 10:53:19,91,3
11/01/23 10:53:24,89,3
11/01/23 10:53:29,90,3
11/01/23 10:53:34,91,2
11/01/23 10:53:44,92,2
11/01/23 10:53:49,93,2
11/01/23 10:53:54,97,2
11/01/23 10:54:04,95,2
11/01/23 10:54:19,94,2
11/01/23 10:54:34,93,2
11/01/23 10:54:39,91,3
11/01/23 10:54:44,90,3
11/01/23 10:54:54,93,2
11/01/23 10:54:59,95,2
11/01/23 10:55:04,96,2
11/01/23 10:55:09,97,2
11/01/23 10:55:24,97,2
11/01/23 10:55:29,95,2
11/01/23 10:55:34,92,3
11/01/23 10:55:39,89,3
11/01/23 10:55:44,88,3
11/01/23 10:55:49,90,3
11/01/23 10:55:54,94,3
11/01/23 10:55:59,95,2
11/01/23 10:56:09,94,3
11/01/23 10:56:14,94,2
11/01/23 10:56:29,91,3
11/01/23 10:56:34,90,3
11/01/23 10:56:39,89,3
11/01/23 10:56:44,87,3
11/01/23 10:56:54,89,3
11/01/23 10:57:09,89,3
11/01/23 10:57:14,90,3
11/01/23 10:57:19,93,3
11/01/23 10:57:24,96,3
11/01/23 10:57:29,97,3
11/01/23 10:57:34,96,2
11/01/23 10:57:44,97,2
11/01/23 10:57:49,99,2
11/01/23 10:57:54,102,3
11/01/23 10:57:59,101,2
11/01/23 10:58:04,100,2
11/01/23 10:58:14,101,2
11/01/23 10:58:19,100,2
11/01/23 10:58:24,99,2
11/01/23 10:58:34,83,2
11/01/23 10:58:39,81,2
11/01/23 10:58:44,82,2
11/01/23 10:58:49,83,2
11/01/23 10:58:54,87,2
11/01/23 10:58:59,90,2
11/01/23 10:59:04,93,2
11/01/23 10:59:09,96,2
11/01/23 10:59:14,100,3
11/01/23 10:59:19,98,3
11/01/23 10:59:24,97,2
11/01/23 10:59:29,95,2
11/01/23 10:59:44,96,2
11/01/23 10:59:49,97,2
11/01/23 10:59:59,97,1
11/01/23 11:00:09,98,1
11/01/23 11:00:24,98,1
11/01/23 11:00:39,98,1
11/01/23 11:00:44,99,1
11/01/23 11:00:59,99,1
11/01/23 11:01:09,100,1
11/01/23 11:01:14,99,1
11/01/23 11:01:24,99,2
11/01/23 11:01:34,99,1
11/01/23 11:01:39,97,1
11/01/23 11:01:44,95,1
11/01/23 11:01:54,94,1
11/01/23 11:02:09,94,2
11/01/23 11:02:24,92,2
11/01/23 11:02:39,92,2
11/01/23 11:02:44,92,2
11/01/23 11:02:54,92,1
11/01/23 11:03:09,93,1
11/01/23 11:03:24,93,1
11/01/23 11:03:39,93,1
11/01/23 11:03:54,93,1
11/01/23 11:03:59,92,1
11/01/23 11:04:04,91,3
11/01/23 11:04:09,91,2
11/01/23 11:04:24,91,2
11/01/23 11:04:34,90,2
11/01/23 11:04:39,94,2
11/01/23 11:04:44,96,2
11/01/23 11:04:59,97,2
11/01/23 11:05:09,98,2
11/01/23 11:05:14,97,2
11/01/23 11:05:19,94,3
11/01/23 11:05:24,92,3
11/01/23 11:05:29,87,3
11/01/23 11:05:39,88,3
11/01/23 11:05:44,89,3
11/01/23 11:05:49,91,2
11/01/23 11:05:54,94,3
11/01/23 11:05:59,91,3
11/01/23 11:06:04,89,3
11/01/23 11:06:09,89,2
11/01/23 11:06:14,91,3
11/01/23 11:06:19,89,3
11/01/23 11:06:24,85,2
11/01/23 11:06:39,83,3
11/01/23 11:06:44,82,3
11/01/23 11:06:54,83,3
11/01/23 11:06:59,88,3
11/01/23 11:07:04,89,3
11/01/23 11:07:09,89,2
11/01/23 11:07:24,89,2
11/01/23 11:07:39,88,2
11/01/23 11:07:44,87,2
11/01/23 11:07:59,87,2
11/01/23 11:08:04,88,2
11/01/23 11:08:19,88,2
11/01/23 11:08:24,85,3
11/01/23 11:08:29,84,3
11/01/23 11:08:34,83,3
11/01/23 11:08:39,84,3
11/01/23 11:08:44,85,3
11/01/23 11:08:49,86,3
11/01/23 11:08:54,85,3
11/01/23 11:09:04,84,3
11/01/23 11:09:14,85,3
11/01/23 11:09:24,85,2
11/01/23 11:09:30,85,2
11/01/23 11:09:35,89,2
11/01/23 11:09:40,92,2
11/01/23 11:09:45,91,2
11/01/23 11:09:50,87,3
11/01/23 11:09:55,84,2
11/01/23 11:10:00,85,2
11/01/23 11:10:05,86,2
11/01/23 11:10:20,86,2
11/01/23 11:10:35,87,2
11/01/23 11:10:40,86,2
11/01/23 11:10:55,86,2
11/01/23 11:11:00,87,2
11/01/23 11:11:05,90,2
11/01/23 11:11:10,91,2
11/01/23 11:11:25,90,2
11/01/23 11:11:35,89,2
11/01/23 11:11:40,90,2
11/01/23 11:11:55,89,2
11/01/23 11:12:05,92,2
11/01/23 11:12:10,93,2
11/01/23 11:12:15,92,2
11/01/23 11:12:20,90,2
11/01/23 11:12:35,90,2
11/01/23 11:12:45,90,1
11/01/23 11:13:00,90,1
11/01/23 11:13:15,90,1
11/01/23 11:13:20,90,0
11/01/23 11:13:35,88,0
11/01/23 11:13:40,87,0
11/01/23 11:13:50,89,1
11/01/23 11:13:55,93,1
11/01/23 11:14:00,100,3
11/01/23 11:14:05,99,3
11/01/23 11:14:10,98,3
11/01/23 11:14:20,95,3
11/01/23 11:14:25,95,2
11/01/23 11:14:30,96,2
11/01/23 11:14:45,93,3
11/01/23 11:14:50,91,2
11/01/23 11:15:05,91,2
11/01/23 11:15:20,91,2
11/01/23 11:15:35,91,2
11/01/23 11:15:50,90,2
11/01/23 11:15:55,89,2
11/01/23 11:16:10,88,2
11/01/23 11:16:25,86,2
11/01/23 11:16:30,86,3
11/01/23 11:16:40,89,2
11/01/23 11:16:45,90,2
11/01/23 11:17:00,90,2
11/01/23 11:17:05,87,3
11/01/23 11:17:10,85,2
11/01/23 11:17:25,85,2
11/01/23 11:17:30,85,2
11/01/23 11:17:35,85,1
11/01/23 11:17:50,85,1
11/01/23 11:18:05,86,1
11/01/23 11:18:20,86,1
11/01/23 11:18:35,86,1
11/01/23 11:18:45,88,2
11/01/23 11:18:50,89,2
11/01/23 11:18:55,88,2
11/01/23 11:19:10,88,2
11/01/23 11:19:20,87,2
11/01/23 11:19:35,87,2
11/01/23 11:19:50,87,2
11/01/23 11:20:05,87,2
11/01/23 11:20:10,88,2
11/01/23 11:20:15,89,2
11/01/23 11:20:25,90,2
11/01/23 11:20:30,91,2
11/01/23 11:20:35,89,2
11/01/23 11:20:45,87,2
11/01/23 11:20:50,85,2
11/01/23 11:20:55,86,2
11/01/23 11:21:00,86,1
11/01/23 11:21:10,87,1
11/01/23 11:21:15,88,1
11/01/23 11:21:20,86,1
11/01/23 11:21:25,86,2
11/01/23 11:21:30,86,2
11/01/23 11:21:35,87,2
11/01/23 11:21:45,87,1
11/01/23 11:21:55,89,1
11/01/23 11:22:00,90,1
11/01/23 11:22:05,89,2
11/01/23 11:22:20,90,2
11/01/23 11:22:30,89,2
11/01/23 11:22:45,89,2
11/01/23 11:23:00,88,2
11/01/23 11:23:10,89,2
11/01/23 11:23:20,88,2
11/01/23 11:23:30,89,2
11/01/23 11:23:35,88,2
11/01/23 11:23:40,87,2
11/01/23 11:23:45,88,2
11/01/23 11:23:50,89,2
11/01/23 11:23:55,90,2
11/01/23 11:24:05,91,2
11/01/23 11:24:20,91,2
11/01/23 11:24:25,92,2
11/01/23 11:24:30,92,1
11/01/23 11:24:40,93,1
11/01/23 11:24:45,94,2
11/01/23 11:24:50,91,2
11/01/23 11:24:55,87,2
11/01/23 11:25:05,86,2
11/01/23 11:25:11,86,2
11/01/23 11:25:16,85,2
11/01/23 11:25:31,85,2
11/01/23 11:25:41,84,2
11/01/23 11:25:56,84,2
11/01/23 11:26:11,84,2
11/01/23 11:26:16,85,2
11/01/23 11:26:21,86,2
11/01/23 11:26:26,85,2
11/01/23 11:26:31,84,2
11/01/23 11:26:36,83,2
11/01/23 11:26:41,82,2
11/01/23 11:26:56,83,2
11/01/23 11:27:01,84,2
11/01/23 11:27:06,86,2
11/01/23 11:27:16,89,2
11/01/23 11:27:21,90,2
11/01/23 11:27:36,90,2
11/01/23 11:27:51,90,2
11/01/23 11:28:01,91,1
11/01/23 11:28:11,90,2
11/01/23 11:28:26,90,2
11/01/23 11:28:36,89,2
11/01/23 11:28:41,85,2
11/01/23 11:28:56,86,2
11/01/23 11:29:01,85,2
11/01/23 11:29:06,84,2
11/01/23 11:29:11,83,2
11/01/23 11:29:21,82,2
11/01/23 11:29:26,83,2
11/01/23 11:29:31,88,2
11/01/23 11:29:41,89,2
11/01/23 11:29:51,85,2
11/01/23 11:30:01,87,2
11/01/23 11:30:16,87,2
11/01/23 11:30:21,88,2
11/01/23 11:30:36,88,2
11/01/23 11:30:41,87,2
11/01/23 11:30:56,88,2
11/01/23 11:31:01,89,1
11/01/23 11:31:06,90,1
11/01/23 11:31:21,90,1
11/01/23 11:31:36,89,2
11/01/23 11:31:41,89,1
11/01/23 11:31:51,89,2
11/01/23 11:31:56,89,1
11/01/23 11:32:01,88,2
11/01/23 11:32:06,88,1
11/01/23 11:32:21,88,2
11/01/23 11:32:26,89,2
11/01/23 11:32:36,87,2
11/01/23 11:32:51,87,1
11/01/23 11:33:06,87,1
11/01/23 11:33:21,87,1
11/01/23 11:33:26,87,1
